	 Score 	 miRNAs 	 DEmiRNAPercentage 	 Total_miRNAs 	 TS_Genes 	 TSgenesPercentage 	 Module
Only in Control:  	 2.929 	 hsa-miR-195-5p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-497-5p is not DE, hsa-miR-526b-3p is not DE 	 25.00 	 4 	 ARHGAP12 	 33.33 	 ['5', 'hsa-miR-195-5p', 'hsa-miR-20b-5p', 'hsa-miR-497-5p', 'hsa-miR-526b-3p', 'ELK4', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-497-5p is not DE, hsa-miR-519b-3p is not DE 	 25.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-20b-5p', 'hsa-miR-497-5p', 'hsa-miR-519b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE 	 25.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-20b-5p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 CCND1 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'NUFIP2', 'KIF23', 'WEE1', 'CCND1']
Only in Control:  	 5.057 	 hsa-miR-195-5p is DOWN, hsa-miR-503-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE 	 50.00 	 4 	 CCND1 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-503-5p', 'hsa-miR-526b-3p', 'NUFIP2', 'KIF23', 'CCND1']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 4.862 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['6', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-424-5p', 'hsa-miR-497-5p', 'ELK4', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23', 'WEE1']
Only in Control:  	 5.723 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE 	 50.00 	 4 	 ARHGAP12,CCND1 	 33.33 	 ['6', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-424-5p', 'hsa-miR-526b-3p', 'ELK4', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23', 'CCND1']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-424-5p', 'hsa-miR-519b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-497-5p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 4.929 	 hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['5', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-497-5p', 'hsa-miR-526b-3p', 'ELK4', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-497-5p', 'hsa-miR-519b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE 	 50.00 	 4 	 ARHGAP12 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-424-5p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-424-5p', 'hsa-miR-373-3p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-424-5p', 'hsa-miR-497-5p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-424-5p', 'hsa-miR-520a-3p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-519b-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-424-5p', 'hsa-miR-519b-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-519c-3p', 'hsa-miR-373-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-519c-3p', 'hsa-miR-497-5p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-519c-3p', 'hsa-miR-520a-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-497-5p is not DE 	 25.00 	 4 	 FZD6 	 33.33 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-373-3p', 'hsa-miR-497-5p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.858 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FOXK1,FZD6 	 40.00 	 ['5', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-373-3p', 'hsa-miR-520a-3p', 'RBBP6', 'ELK4', 'FOXK1', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-519b-3p is not DE 	 25.00 	 4 	 FZD6 	 40.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-373-3p', 'hsa-miR-519b-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FZD6 	 40.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-497-5p', 'hsa-miR-520a-3p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-519b-3p is not DE 	 25.00 	 4 	 FZD6 	 40.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-497-5p', 'hsa-miR-519b-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-372-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FZD6 	 40.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-372-3p', 'hsa-miR-520a-3p', 'hsa-miR-519b-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-29a-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 CCND2 	 40.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-29a-3p', 'VEGFA', 'AKT3', 'CCND2']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-449a is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 CCND1 	 40.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-449a', 'CCND1', 'CDC25A', 'CCNE2']
Only in Control:  	 4.113 	 hsa-miR-195-5p is DOWN, hsa-miR-25-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 FGF2,SMAD7 	 66.67 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-25-3p', 'DDX3X', 'SMAD7', 'FGF2']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-365a-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 CCND1 	 66.67 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-365a-3p', 'REL', 'NUFIP2', 'CCND1']
Only in Control:  	 4.350 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 CCND2,CCNE1,FGF2,L2HGDH,ODF2L,ORC4,PI4K2B,PIK3R1,PPP2R5C,PRKAR2A,PSAT1,SBNO1,SMAD7,USP48 	 18.92 	 ['74', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-497-5p', 'TRAK1', 'GPR27', 'KANK1', 'OSCAR', 'USP48', 'MAP4K2', 'GNAT1', 'SBNO1', 'NNT', 'ZNF620', 'SREK1', 'ZMAT3', 'ODF2L', 'ORC4', 'SESTD1', 'REL', 'CTDSPL', 'DYNLL2', 'ZNF691', 'MOB4', 'HSPE1-MOB4', 'L2HGDH', 'HCFC2', 'DCTN5', 'SCAMP4', 'ZFHX4', 'RALGAPB', 'SNTB2', 'CHAC1', 'EFNB2', 'CDC37L1', 'SZRD1', 'CASK', 'CDCA4', 'CYP26B1', 'C1orf21', 'TFAP2A', 'ATAD5', 'MYO5A', 'PHKA1', 'PRKAR2A', 'UBN2', 'TMEM245', 'BZW1', 'SALL1', 'PI4K2B', 'SNRPB2', 'ZNF367', 'NUFIP2', 'YTHDC1', 'CBX4', 'PIK3R1', 'DDX3X', 'NUP50', 'SMAD7', 'SLC2A3', 'VEGFA', 'AKT3', 'FGF2', 'NAPG', 'PPP2R5C', 'PSAT1', 'SEC24A', 'SRPRA', 'ZNF622', 'CREBL2', 'PLAG1', 'KIF23', 'CHEK1', 'CCNE1', 'WEE1', 'CDC25A', 'CCND2', 'CCNE2']
Only in Control:  	 4.000 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE, hsa-miR-92b-3p is not DE 	 25.00 	 4 	 FGF2,SMAD7 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-92b-3p', 'NUFIP2', 'DDX3X', 'SMAD7', 'FGF2']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-495-3p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 FGF2 	 50.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-495-3p', 'CBX4', 'VEGFA', 'FGF2']
Only in Control:  	 4.000 	 hsa-miR-142-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 CCND1,USP48 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-142-5p', 'USP48', 'CHAC1', 'SZRD1', 'CCND1']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE, hsa-miR-526b-3p is not DE 	 25.00 	 4 	 CCND1 	 50.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-526b-3p', 'NUFIP2', 'KIF23', 'CCND1']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-376b-3p is UP, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 50.00 	 4 	 FGF2 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-376b-3p', 'GNAT1', 'HCFC2', 'TMEM245', 'FGF2']
Only in Control:  	 4.786 	 hsa-miR-1225-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 L2HGDH,ODF2L,ORC4 	 60.00 	 ['5', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-1225-5p', 'NNT', 'ODF2L', 'ORC4', 'REL', 'L2HGDH']
Only in Control:  	 4.000 	 hsa-miR-126-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 L2HGDH,PSAT1 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-126-5p', 'L2HGDH', 'NAPG', 'PSAT1', 'PLAG1']
Only in Control:  	 2.862 	 hsa-miR-195-5p is DOWN, hsa-miR-362-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 PIK3R1 	 50.00 	 ['6', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-424-5p', 'hsa-miR-362-3p', 'PHKA1', 'UBN2', 'NUFIP2', 'PIK3R1', 'PLAG1', 'CHEK1']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-29a-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 CCND2 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-29a-3p', 'hsa-miR-497-5p', 'VEGFA', 'AKT3', 'BCL2', 'CCND2']
Only in Control:  	 4.113 	 hsa-miR-195-5p is DOWN, hsa-miR-25-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 FGF2,SMAD7 	 66.67 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-25-3p', 'hsa-miR-497-5p', 'DDX3X', 'SMAD7', 'FGF2']
Only in Control:  	 4.113 	 hsa-miR-195-5p is DOWN, hsa-miR-25-3p is not DE, hsa-miR-503-5p is not DE, hsa-miR-92b-3p is not DE 	 25.00 	 4 	 FGF2,SMAD7 	 66.67 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-25-3p', 'hsa-miR-92b-3p', 'DDX3X', 'SMAD7', 'FGF2']
Only in Control:  	 4.000 	 hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE, hsa-miR-92b-3p is not DE 	 25.00 	 4 	 FGF2,SMAD7 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-92b-3p', 'NUFIP2', 'DDX3X', 'SMAD7', 'FGF2']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-495-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 FGF2 	 50.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-495-3p', 'CBX4', 'VEGFA', 'FGF2']
Only in Control:  	 3.057 	 hsa-miR-142-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 USP48 	 50.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-142-5p', 'USP48', 'CHAC1', 'SZRD1']
Only in Control:  	 5.000 	 hsa-miR-195-5p is DOWN, hsa-miR-376b-3p is UP, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 50.00 	 4 	 FGF2 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-376b-3p', 'GNAT1', 'HCFC2', 'TMEM245', 'FGF2']
Only in Control:  	 4.786 	 hsa-miR-1225-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 L2HGDH,ODF2L,ORC4 	 60.00 	 ['5', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-1225-5p', 'NNT', 'ODF2L', 'ORC4', 'REL', 'L2HGDH']
Only in Control:  	 4.000 	 hsa-miR-126-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 L2HGDH,PSAT1 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-126-5p', 'L2HGDH', 'NAPG', 'PSAT1', 'PLAG1']
Only in Control:  	 2.862 	 hsa-miR-195-5p is DOWN, hsa-miR-362-3p is not DE, hsa-miR-497-5p is not DE, hsa-miR-503-5p is not DE 	 25.00 	 4 	 PIK3R1 	 50.00 	 ['6', 'hsa-miR-195-5p', 'hsa-miR-503-5p', 'hsa-miR-497-5p', 'hsa-miR-362-3p', 'PHKA1', 'UBN2', 'NUFIP2', 'PIK3R1', 'PLAG1', 'CHEK1']
Only in Control:  	 4.113 	 hsa-miR-195-5p is DOWN, hsa-miR-335-5p is not DE, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE 	 25.00 	 4 	 DNAJA1,RPRD2 	 66.67 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-335-5p', 'hsa-miR-497-5p', 'DNAJA1', 'RPRD2', 'ZNF460']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-29a-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE 	 25.00 	 4 	 CCND2 	 66.67 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-29a-3p', 'hsa-miR-497-5p', 'HDGF', 'VEGFA', 'AKT3', 'CCND2']
Only in Control:  	 4.000 	 hsa-miR-18a-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE 	 25.00 	 4 	 PDE4D,PSAT1 	 50.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-18a-5p', 'hsa-miR-497-5p', 'PDE4D', 'ZNF460', 'PSAT1', 'CREBL2']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-373-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 FZD6 	 50.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'hsa-miR-373-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 4.585 	 hsa-miR-130b-3p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 ARHGAP12,FZD6,RPRD2 	 50.00 	 ['6', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'PPIG', 'RPRD2', 'UBN2', 'FZD6', 'PRKAA1', 'ARHGAP12']
Only in Control:  	 3.993 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 ARHGAP12,FZD6,RPRD2 	 30.00 	 ['10', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'hsa-miR-497-5p', 'PPIG', 'RBBP6', 'RPRD2', 'UBN2', 'NUFIP2', 'FZD6', 'PRKAA1', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FZD6 	 30.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'hsa-miR-520a-3p', 'RBBP6', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE 	 25.00 	 4 	 ARHGAP12 	 30.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'NUFIP2', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 3.993 	 hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE 	 25.00 	 4 	 ARHGAP12,FZD6,RPRD2 	 30.00 	 ['10', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'PPIG', 'RBBP6', 'RPRD2', 'UBN2', 'NUFIP2', 'FZD6', 'PRKAA1', 'ARHGAP12', 'SHOC2', 'KIF23']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-373-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-497-5p is not DE 	 25.00 	 4 	 FZD6 	 30.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-373-3p', 'hsa-miR-497-5p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.000 	 hsa-miR-195-5p is DOWN, hsa-miR-373-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-520a-3p is not DE 	 25.00 	 4 	 FZD6 	 30.00 	 ['4', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-373-3p', 'hsa-miR-520a-3p', 'RBBP6', 'ELK4', 'UBN2', 'FZD6']
Only in Control:  	 3.057 	 hsa-miR-195-5p is DOWN, hsa-miR-373-3p is not DE, hsa-miR-424-5p is not DE, hsa-miR-519b-3p is not DE 	 25.00 	 4 	 FZD6 	 30.00 	 ['3', 'hsa-miR-195-5p', 'hsa-miR-424-5p', 'hsa-miR-373-3p', 'hsa-miR-519b-3p', 'RBBP6', 'UBN2', 'FZD6']
